iter	RMSE
280	0.03761109865
281	0.03755067257
282	0.03747328179
283	0.03739033067
284	0.03731873618
285	0.03723528747
286	0.03721740243
287	0.03715413479
288	0.03706742417
289	0.03701236434
290	0.0369580667
291	0.03687742951
292	0.03685998034
293	0.03677372218
294	0.03672131045
295	0.03667860073
296	0.03662426777
297	0.03657285267
298	0.03654094109
299	0.03647675229
300	0.03641390196
301	0.03636885091
302	0.03633602623
303	0.03627957262
304	0.03626447712
305	0.03621868814
306	0.03619258815
307	0.03617789277
308	0.0361298261
309	0.03607226432
310	0.03602731874
311	0.03596228788
312	0.03589560409
313	0.03583311051
314	0.03581715528
315	0.0357607839
316	0.03571725938
317	0.03567264759
318	0.03561805176
319	0.03557868371
320	0.03551298013
321	0.03546121968
322	0.03538964805
323	0.03537615883
324	0.03536043175
325	0.03530144218
326	0.035288974
327	0.03522088722
328	0.03517849945
329	0.03512744472
330	0.03506407788
331	0.03502309577
332	0.03496171657
333	0.03492053513
334	0.03487522849
335	0.03482913656
336	0.03476880259
337	0.03471106605
338	0.03467275327
339	0.03464973226
340	0.03463320487
341	0.03459758868
342	0.0345365852
343	0.03448310077
344	0.03443858932
345	0.0343804312
346	0.0343261922
347	0.03429148434
348	0.03423796086
349	0.03418037202
350	0.03416185568
351	0.03410696471
352	0.03409218711
353	0.03403942901
354	0.03400248847
355	0.03393606119
356	0.03390533634
357	0.03388891106
358	0.03387292824
359	0.03385723505
360	0.03381329955
361	0.03379296763
362	0.03377670187
363	0.03371929354
364	0.03368456871
365	0.03363186958
366	0.03359798561
367	0.03355379327
368	0.03348741844
369	0.03345846028
370	0.03342524429
371	0.03341380191
372	0.03338148164
373	0.03336656427
374	0.03331192197
375	0.03329531534
376	0.03324756834
377	0.03320647948
378	0.03315744436
379	0.03311617446
380	0.0330578533
381	0.03300990492
382	0.03297036558
383	0.03293162004
384	0.03291241487
385	0.03287224783
386	0.03281932169
387	0.032806894
388	0.0327570044
389	0.03271856263
390	0.03268388616
391	0.0326442125
392	0.03262920082
393	0.03257529889
394	0.03253504373
395	0.03250164763
396	0.03247084742
397	0.03241730677
398	0.03240385118
399	0.03235662665
400	0.03232859862
401	0.03231729447
402	0.0322914488
403	0.03225472312
404	0.03223567576
405	0.03218558832
406	0.03213720021
407	0.03210700793
408	0.0320937863
409	0.03203725169
410	0.03199269414
411	0.0319453767
412	0.03189474877
413	0.03185394067
414	0.03181970966
415	0.0317945707
416	0.03174529324
417	0.03173217927
418	0.03172041254
419	0.03170768316
420	0.03168329858
421	0.03165146002
422	0.03162868148
423	0.03158776444
424	0.03155006656
425	0.03151654
426	0.03150345546
427	0.03146410875
428	0.03142913485
429	0.03139489359
430	0.03135459311
431	0.03134273582
432	0.0313311979
433	0.03128314302
434	0.03124440938
435	0.03120549271
436	0.03117585137
437	0.03113543646
438	0.03110503144
439	0.03106774388
440	0.03103568211
441	0.03102457407
442	0.03099941853
443	0.03098522042
444	0.03097452289
445	0.03093505193
446	0.03092455947
447	0.03089559404
448	0.03087860167
449	0.03085323312
450	0.0308008069
451	0.03079067677
452	0.03075355349
453	0.03072130088
454	0.03067995768
455	0.03066613943
456	0.03065301118
457	0.03062967866
458	0.03059129381
459	0.03057888816
460	0.03053876822
461	0.03052962132
462	0.03049756276
463	0.03046078527
464	0.03045084709
465	0.03044021595
466	0.03041949382
467	0.03039894738
468	0.03034753287
469	0.03031853621
470	0.03030934314
471	0.03029985132
472	0.03026429541
473	0.03023949834
474	0.03019712551
475	0.03018550152
476	0.03015346417
477	0.03014415099
478	0.03011703742
479	0.03010791689
480	0.03007862906
481	0.03005287317
482	0.03002381863
483	0.03001491143
484	0.02998048178
485	0.02996169123
486	0.02993345216
487	0.02989846879
488	0.02988185934
489	0.02984090068
490	0.02981234794
491	0.02980134104
492	0.02975774554
493	0.02974900635
494	0.02971520612
495	0.02968298023
496	0.02967440002
497	0.02965275519
498	0.02962231158
499	0.02960790733
